customer_Id,DOB,Gender,city_code
270331,8/10/1970,F,10
269676,9/10/1970,M,8
269919,11/10/1970,M,1
268312,12/10/1970,F,9
267959,12/10/1970,M,6
268998,12/10/1970,F,7
272784,14-10-1970,F,8
270619,16-10-1970,M,6
274865,18-10-1970,F,8
273705,20-10-1970,M,5
268772,20-10-1970,F,3
266972,21-10-1970,M,7
269235,22-10-1970,F,4
270938,23-10-1970,F,9
271959,26-10-1970,M,9
272168,26-10-1970,M,2
271587,27-10-1970,F,10
273929,28-10-1970,M,5
268697,29-10-1970,F,1
270567,1/11/1970,M,8
268635,1/11/1970,M,4
275166,5/11/1970,M,10
267603,6/11/1970,F,1
266954,6/11/1970,M,4
267396,13-11-1970,M,9
272922,14-11-1970,F,7
268481,15-11-1970,F,3
268084,18-11-1970,M,1
274493,19-11-1970,M,5
273222,19-11-1970,M,6
270316,19-11-1970,M,4
270945,23-11-1970,M,1
275123,23-11-1970,M,9
267589,24-11-1970,F,9
269243,25-11-1970,F,7
273122,28-11-1970,M,4
274486,29-11-1970,M,9
273556,1/12/1970,M,3
270352,4/12/1970,M,2
275200,4/12/1970,M,8
272212,10/12/1970,M,4
273169,12/12/1970,F,3
273664,13-12-1970,M,6
267851,13-12-1970,M,3
268636,15-12-1970,M,4
269458,16-12-1970,F,10
269867,17-12-1970,F,1
270218,18-12-1970,F,8
272117,19-12-1970,M,10
268282,22-12-1970,F,1
268578,24-12-1970,M,7
270768,27-12-1970,M,10
269715,2/1/1971,M,10
267512,7/1/1971,F,7
267618,8/1/1971,M,2
267359,8/1/1971,M,1
272126,10/1/1971,M,9
274990,10/1/1971,M,9
269471,10/1/1971,F,2
270080,11/1/1971,M,8
274669,11/1/1971,F,9
275111,12/1/1971,M,8
269574,14-01-1971,F,5
273602,15-01-1971,M,2
267558,17-01-1971,M,6
271776,22-01-1971,F,10
272992,22-01-1971,F,1
274215,23-01-1971,M,8
272536,28-01-1971,M,2
274101,1/2/1971,M,1
270120,1/2/1971,F,9
274913,2/2/1971,M,8
271323,2/2/1971,M,1
268744,6/2/1971,F,2
271900,8/2/1971,M,9
272594,9/2/1971,M,10
272418,13-02-1971,F,6
270738,14-02-1971,F,1
272874,15-02-1971,F,1
270427,15-02-1971,F,5
271975,16-02-1971,M,2
269139,20-02-1971,M,3
268813,21-02-1971,M,7
269091,23-02-1971,F,10
268583,23-02-1971,F,8
270534,24-02-1971,M,7
274978,26-02-1971,M,9
270393,26-02-1971,F,1
266794,28-02-1971,F,9
266886,28-02-1971,M,1
272497,1/3/1971,M,10
273545,1/3/1971,M,3
270252,2/3/1971,M,5
267101,2/3/1971,M,8
270631,5/3/1971,F,8
267818,7/3/1971,M,2
267742,8/3/1971,M,5
275023,9/3/1971,M,6
271019,9/3/1971,F,5
271718,10/3/1971,F,6
271905,11/3/1971,F,2
267976,11/3/1971,F,10
270921,14-03-1971,F,7
270770,15-03-1971,M,5
275172,16-03-1971,F,1
270711,17-03-1971,F,7
268581,17-03-1971,F,9
274073,18-03-1971,M,10
272009,19-03-1971,M,8
267346,19-03-1971,M,7
274839,19-03-1971,F,7
267269,21-03-1971,F,4
274441,22-03-1971,M,1
272940,25-03-1971,F,1
274807,28-03-1971,F,7
267240,29-03-1971,M,6
268670,1/4/1971,M,9
267350,1/4/1971,F,9
269218,6/4/1971,M,8
270002,8/4/1971,M,7
271651,10/4/1971,F,1
269658,11/4/1971,F,6
268500,13-04-1971,F,7
267228,14-04-1971,F,6
268657,18-04-1971,F,8
267032,21-04-1971,F,4
268342,21-04-1971,M,7
271489,21-04-1971,M,9
267078,22-04-1971,M,5
267463,22-04-1971,F,4
274960,24-04-1971,F,9
273358,25-04-1971,F,8
267098,27-04-1971,F,9
273781,28-04-1971,F,3
272037,29-04-1971,F,7
271485,1/5/1971,M,10
268909,1/5/1971,M,2
271684,4/5/1971,M,4
272672,5/5/1971,F,10
274551,6/5/1971,M,3
273807,8/5/1971,M,9
274818,8/5/1971,M,4
274092,10/5/1971,M,9
274008,11/5/1971,M,6
269935,11/5/1971,F,4
274549,13-05-1971,M,1
269245,20-05-1971,M,4
268263,20-05-1971,F,1
270478,20-05-1971,F,7
272729,21-05-1971,F,2
272839,22-05-1971,F,8
270150,22-05-1971,F,8
273963,24-05-1971,F,7
269844,25-05-1971,F,9
275174,27-05-1971,F,10
266931,29-05-1971,F,4
273146,4/6/1971,M,5
267995,4/6/1971,M,4
270036,4/6/1971,M,8
268301,5/6/1971,F,1
268200,5/6/1971,F,1
274412,6/6/1971,F,4
267852,7/6/1971,F,9
267639,7/6/1971,M,8
274837,9/6/1971,F,3
273383,11/6/1971,F,6
274632,13-06-1971,F,3
273397,14-06-1971,F,5
274406,15-06-1971,F,1
267849,17-06-1971,F,3
271331,18-06-1971,F,9
274662,20-06-1971,M,7
271827,21-06-1971,M,3
270119,23-06-1971,F,2
267452,24-06-1971,F,5
267395,24-06-1971,M,6
271915,24-06-1971,F,7
272098,25-06-1971,F,4
267001,27-06-1971,F,6
268363,29-06-1971,M,10
268840,29-06-1971,M,8
270586,29-06-1971,M,2
272162,3/7/1971,F,5
269473,4/7/1971,M,4
269756,4/7/1971,M,3
271445,5/7/1971,F,3
271345,6/7/1971,F,8
273527,7/7/1971,F,2
269357,8/7/1971,M,9
273924,9/7/1971,F,7
268629,10/7/1971,F,9
274084,10/7/1971,F,5
270259,10/7/1971,M,5
270764,11/7/1971,M,1
268197,11/7/1971,M,3
271492,11/7/1971,F,5
267634,11/7/1971,M,5
270818,14-07-1971,F,1
274663,15-07-1971,F,1
270378,18-07-1971,F,2
273445,18-07-1971,M,2
270922,21-07-1971,F,7
274504,24-07-1971,F,5
274295,25-07-1971,F,1
267815,26-07-1971,F,10
268385,27-07-1971,M,4
269058,29-07-1971,M,8
273997,29-07-1971,M,3
269035,29-07-1971,M,2
273868,2/8/1971,M,2
269764,3/8/1971,M,5
273456,4/8/1971,M,6
267914,6/8/1971,M,8
269244,8/8/1971,F,8
274177,8/8/1971,M,5
268916,10/8/1971,F,6
269315,12/8/1971,M,2
272893,12/8/1971,M,10
272094,12/8/1971,F,7
271027,13-08-1971,M,8
271122,16-08-1971,M,2
268700,18-08-1971,F,3
275104,18-08-1971,M,3
271863,19-08-1971,M,1
271784,22-08-1971,M,3
274488,24-08-1971,M,7
273518,25-08-1971,F,8
271636,29-08-1971,M,9
268099,1/9/1971,M,5
275148,3/9/1971,F,4
268108,3/9/1971,M,7
266854,4/9/1971,M,5
273986,7/9/1971,M,9
268786,7/9/1971,F,10
268453,9/9/1971,M,3
270203,11/9/1971,M,4
267807,11/9/1971,M,7
270154,16-09-1971,F,4
274268,21-09-1971,M,9
268698,4/10/1971,M,5
274927,6/10/1971,M,3
270451,7/10/1971,F,10
273563,8/10/1971,F,6
267545,9/10/1971,M,8
273318,12/10/1971,F,4
271179,12/10/1971,F,5
270861,14-10-1971,M,4
271679,15-10-1971,F,5
268021,18-10-1971,F,10
272062,19-10-1971,F,5
274629,20-10-1971,M,5
273502,21-10-1971,M,3
275033,21-10-1971,F,10
270254,24-10-1971,F,7
267621,26-10-1971,F,7
272082,27-10-1971,M,5
274802,28-10-1971,F,9
275190,2/11/1971,M,6
268347,3/11/1971,M,6
273618,3/11/1971,F,9
275108,4/11/1971,F,8
268346,4/11/1971,F,7
274279,6/11/1971,M,2
267658,7/11/1971,F,5
273036,9/11/1971,F,2
274522,10/11/1971,M,7
274517,11/11/1971,F,10
272614,12/11/1971,F,8
272767,13-11-1971,M,8
269031,14-11-1971,F,10
268708,15-11-1971,F,5
274299,19-11-1971,F,7
270308,19-11-1971,F,9
268074,21-11-1971,M,5
274773,21-11-1971,M,8
270977,22-11-1971,F,5
270003,22-11-1971,M,5
270197,24-11-1971,M,3
269396,25-11-1971,M,3
272707,25-11-1971,F,8
273849,28-11-1971,M,8
275098,29-11-1971,F,2
268959,29-11-1971,F,3
272016,3/12/1971,F,7
274562,3/12/1971,M,6
273647,9/12/1971,M,7
272192,10/12/1971,F,3
267855,10/12/1971,F,7
271944,11/12/1971,F,5
271690,15-12-1971,F,8
271429,17-12-1971,F,5
267010,18-12-1971,F,4
274244,18-12-1971,M,2
271111,19-12-1971,M,2
267664,22-12-1971,F,10
274021,23-12-1971,F,9
273506,23-12-1971,M,3
274509,26-12-1971,F,10
269261,27-12-1971,F,7
272101,27-12-1971,M,3
272982,1/1/1972,F,10
269036,3/1/1972,F,2
270147,7/1/1972,F,6
271224,8/1/1972,F,9
274600,10/1/1972,M,1
271558,12/1/1972,M,6
270251,13-01-1972,M,4
269020,14-01-1972,M,4
272074,15-01-1972,F,10
270156,22-01-1972,M,6
271046,23-01-1972,F,4
273863,23-01-1972,F,6
269160,24-01-1972,F,1
274939,24-01-1972,F,5
275232,27-01-1972,M,10
270683,28-01-1972,F,5
274885,29-01-1972,F,1
271455,1/2/1972,F,9
275006,1/2/1972,M,2
267867,2/2/1972,M,3
274110,3/2/1972,M,5
268405,3/2/1972,F,4
267945,5/2/1972,M,1
271629,8/2/1972,F,5
270291,10/2/1972,M,8
272055,15-02-1972,M,4
273242,15-02-1972,F,3
273352,15-02-1972,F,5
268445,18-02-1972,M,6
271012,20-02-1972,F,10
274053,20-02-1972,F,5
274550,21-02-1972,M,7
270688,21-02-1972,F,2
270785,22-02-1972,M,2
270968,22-02-1972,F,5
274136,23-02-1972,F,1
274402,24-02-1972,M,7
270965,25-02-1972,M,2
269124,28-02-1972,M,3
269528,28-02-1972,M,7
275158,1/3/1972,M,3
270810,1/3/1972,F,1
269953,1/3/1972,M,8
273946,3/3/1972,M,1
270420,3/3/1972,F,6
267698,3/3/1972,M,7
272504,6/3/1972,M,3
269297,6/3/1972,M,6
272386,8/3/1972,M,2
268484,9/3/1972,F,9
269800,9/3/1972,F,6
269118,10/3/1972,F,6
275036,11/3/1972,M,5
267778,11/3/1972,F,7
271951,11/3/1972,F,4
271526,12/3/1972,F,4
267743,13-03-1972,M,10
272435,13-03-1972,F,7
273380,15-03-1972,F,8
270515,15-03-1972,M,6
271751,17-03-1972,F,8
271187,18-03-1972,F,1
267293,18-03-1972,M,2
273796,20-03-1972,M,5
267827,20-03-1972,F,7
272295,20-03-1972,M,6
270855,20-03-1972,M,7
266788,20-03-1972,F,2
271377,21-03-1972,M,7
274115,25-03-1972,F,2
271658,25-03-1972,F,10
268160,29-03-1972,M,7
273497,2/4/1972,M,2
272713,2/4/1972,F,7
274019,5/4/1972,M,6
268920,7/4/1972,M,1
273669,7/4/1972,F,9
273711,8/4/1972,M,4
272708,15-04-1972,M,10
268333,17-04-1972,F,8
271873,17-04-1972,M,1
272368,17-04-1972,M,3
274336,19-04-1972,M,10
274261,28-04-1972,M,4
272069,29-04-1972,F,8
274613,2/5/1972,M,9
272953,2/5/1972,M,1
270891,5/5/1972,F,6
268271,8/5/1972,M,3
271150,12/5/1972,F,8
273682,13-05-1972,F,8
271055,14-05-1972,M,3
273936,16-05-1972,F,9
273167,17-05-1972,M,9
270898,18-05-1972,M,3
272070,18-05-1972,F,10
272279,19-05-1972,M,9
270493,22-05-1972,M,9
273832,23-05-1972,M,8
271407,23-05-1972,F,2
274653,26-05-1972,M,8
270458,26-05-1972,M,2
268535,27-05-1972,F,4
268957,1/6/1972,M,2
267747,2/6/1972,M,5
270928,2/6/1972,M,2
274270,6/6/1972,F,1
268647,7/6/1972,M,9
275236,8/6/1972,F,2
274931,10/6/1972,M,10
270084,10/6/1972,F,4
273606,13-06-1972,F,10
273440,15-06-1972,M,9
271958,15-06-1972,F,9
266855,16-06-1972,M,10
273697,16-06-1972,F,1
273119,17-06-1972,F,9
273025,17-06-1972,F,6
269568,17-06-1972,M,2
267380,19-06-1972,F,4
275088,23-06-1972,F,2
269616,23-06-1972,F,8
272472,24-06-1972,F,5
269559,24-06-1972,M,1
268101,25-06-1972,M,3
270823,28-06-1972,M,5
273546,29-06-1972,F,9
268612,2/7/1972,F,4
269805,4/7/1972,F,6
273492,5/7/1972,F,7
272938,6/7/1972,M,8
271538,10/7/1972,F,5
275082,11/7/1972,M,9
274058,13-07-1972,F,10
273330,13-07-1972,M,1
268348,15-07-1972,M,5
272852,18-07-1972,F,10
273205,19-07-1972,M,2
269013,20-07-1972,M,1
267721,22-07-1972,F,9
273361,22-07-1972,F,8
269197,22-07-1972,M,8
267543,24-07-1972,F,7
274450,24-07-1972,F,9
270460,27-07-1972,M,5
275007,29-07-1972,M,4
267925,2/8/1972,M,4
269470,2/8/1972,M,4
273030,3/8/1972,F,3
271095,4/8/1972,M,3
269310,6/8/1972,M,4
274204,9/8/1972,F,1
272231,10/8/1972,F,5
273641,17-08-1972,F,2
273357,18-08-1972,F,9
271144,19-08-1972,F,2
274438,20-08-1972,F,6
270721,20-08-1972,M,1
274093,21-08-1972,M,2
273237,26-08-1972,M,3
270659,27-08-1972,M,10
267439,27-08-1972,M,1
269636,3/9/1972,F,2
274090,4/9/1972,F,10
271584,4/9/1972,M,9
270401,5/9/1972,F,8
274281,5/9/1972,F,5
271965,6/9/1972,M,4
270907,9/9/1972,F,1
273114,9/9/1972,F,8
273939,9/9/1972,F,9
273495,11/9/1972,M,6
269382,12/9/1972,F,1
270760,16-09-1972,F,8
269702,16-09-1972,M,6
267370,21-09-1972,M,4
273157,23-09-1972,F,3
268731,25-09-1972,M,8
268870,26-09-1972,F,7
266975,27-09-1972,M,4
272518,2/10/1972,F,9
268534,2/10/1972,M,9
267405,3/10/1972,F,2
272248,4/10/1972,M,7
269629,5/10/1972,M,6
267092,8/10/1972,F,7
273056,10/10/1972,F,3
267905,12/10/1972,F,9
274241,13-10-1972,F,9
274946,14-10-1972,M,4
273595,16-10-1972,M,3
271060,16-10-1972,M,4
274567,18-10-1972,M,2
268988,19-10-1972,M,6
273478,20-10-1972,F,3
267112,22-10-1972,M,7
270366,24-10-1972,M,3
267895,25-10-1972,F,10
272446,26-10-1972,F,7
272700,27-10-1972,M,6
272489,28-10-1972,F,6
268558,2/11/1972,F,4
272313,2/11/1972,F,5
272508,5/11/1972,M,9
272200,6/11/1972,M,4
275043,8/11/1972,M,4
271283,10/11/1972,M,2
272561,12/11/1972,M,8
268412,13-11-1972,F,4
267174,16-11-1972,M,1
266863,17-11-1972,M,6
267583,21-11-1972,M,4
270706,24-11-1972,M,1
273941,26-11-1972,F,8
269922,26-11-1972,M,5
267193,27-11-1972,M,1
269603,28-11-1972,M,4
273308,28-11-1972,M,1
267429,29-11-1972,F,2
271596,29-11-1972,F,9
274386,1/12/1972,M,6
268504,5/12/1972,M,6
269462,5/12/1972,F,6
273638,9/12/1972,M,8
268469,10/12/1972,F,10
267715,10/12/1972,F,7
273265,12/12/1972,F,5
272535,12/12/1972,F,4
268241,13-12-1972,M,5
274449,15-12-1972,M,4
267270,16-12-1972,M,2
274523,16-12-1972,F,8
272438,16-12-1972,M,9
269034,16-12-1972,M,10
273675,18-12-1972,M,7
267875,18-12-1972,F,8
268319,19-12-1972,M,10
272969,19-12-1972,M,5
272010,22-12-1972,F,5
268171,22-12-1972,M,3
268419,23-12-1972,F,3
268976,26-12-1972,M,4
267257,26-12-1972,M,4
269556,27-12-1972,M,5
271743,27-12-1972,F,3
269679,28-12-1972,M,4
269352,3/1/1973,F,3
269490,5/1/1973,M,5
268366,9/1/1973,F,9
274556,10/1/1973,F,8
267387,11/1/1973,M,9
273662,12/1/1973,M,10
270071,17-01-1973,F,5
268055,20-01-1973,M,5
270306,21-01-1973,M,1
271205,23-01-1973,M,7
275204,24-01-1973,F,1
270144,28-01-1973,F,5
274334,1/2/1973,M,5
273553,4/2/1973,M,3
274251,5/2/1973,M,5
267931,6/2/1973,F,10
267169,7/2/1973,M,8
271856,8/2/1973,F,7
267126,9/2/1973,M,8
268411,10/2/1973,F,1
274648,13-02-1973,M,8
268502,14-02-1973,F,6
272808,15-02-1973,M,6
272684,17-02-1973,F,6
267718,19-02-1973,F,9
272046,20-02-1973,M,5
272727,20-02-1973,M,3
273067,21-02-1973,F,5
272173,21-02-1973,M,8
272799,24-02-1973,F,6
269033,24-02-1973,M,6
267320,25-02-1973,M,3
269789,27-02-1973,F,2
269798,28-02-1973,F,4
269988,2/3/1973,M,6
268606,3/3/1973,F,1
268352,4/3/1973,F,8
266991,5/3/1973,M,5
269794,7/3/1973,F,10
267696,9/3/1973,F,8
272720,9/3/1973,F,2
275046,10/3/1973,M,10
271547,10/3/1973,F,7
269617,11/3/1973,F,3
269306,11/3/1973,M,6
273019,11/3/1973,F,4
274369,14-03-1973,F,9
274237,17-03-1973,M,10
275233,17-03-1973,M,5
270839,19-03-1973,M,5
269737,19-03-1973,M,6
271722,20-03-1973,M,6
275261,21-03-1973,F,10
275091,26-03-1973,F,2
267892,27-03-1973,F,4
269376,2/4/1973,F,8
274356,2/4/1973,F,9
271818,3/4/1973,M,7
269887,3/4/1973,M,2
274124,4/4/1973,F,1
275136,6/4/1973,M,4
268825,6/4/1973,M,6
267637,7/4/1973,F,4
267309,8/4/1973,F,1
273637,12/4/1973,M,2
271448,12/4/1973,M,4
271569,23-04-1973,F,3
271862,24-04-1973,M,8
271108,28-04-1973,M,10
274364,28-04-1973,M,10
274780,1/5/1973,M,6
273014,2/5/1973,M,4
270672,3/5/1973,M,2
268173,4/5/1973,M,8
267588,4/5/1973,M,8
267097,5/5/1973,M,2
270955,5/5/1973,M,1
272314,5/5/1973,M,1
268608,5/5/1973,M,8
267432,7/5/1973,F,5
268585,8/5/1973,F,4
269088,9/5/1973,M,8
271929,9/5/1973,F,6
270255,10/5/1973,M,1
273634,10/5/1973,F,6
270384,11/5/1973,F,8
269259,14-05-1973,F,7
272568,17-05-1973,F,10
272879,21-05-1973,M,5
273258,26-05-1973,M,8
269466,26-05-1973,F,6
274490,1/6/1973,F,4
273435,2/6/1973,M,5
268810,2/6/1973,F,6
266824,4/6/1973,M,7
270788,4/6/1973,M,4
275262,6/6/1973,M,10
272487,8/6/1973,F,9
268328,8/6/1973,F,7
271838,10/6/1973,F,5
270075,11/6/1973,M,3
274868,14-06-1973,F,2
268716,15-06-1973,M,2
273136,20-06-1973,M,4
266982,22-06-1973,M,5
267327,22-06-1973,F,3
269063,23-06-1973,M,3
274363,28-06-1973,M,1
272054,3/7/1973,M,1
270950,5/7/1973,F,6
267116,7/7/1973,F,7
269361,9/7/1973,F,10
267962,12/7/1973,M,9
267888,12/7/1973,F,10
273719,16-07-1973,M,9
270923,16-07-1973,F,2
271888,17-07-1973,F,5
273455,17-07-1973,M,8
267301,19-07-1973,F,2
271327,20-07-1973,F,3
271341,22-07-1973,M,10
274866,23-07-1973,F,2
272371,28-07-1973,M,5
269172,28-07-1973,F,4
268681,29-07-1973,M,8
266815,7/8/1973,F,4
268337,8/8/1973,M,10
272981,11/8/1973,M,8
274452,11/8/1973,F,4
269003,12/8/1973,M,6
272459,13-08-1973,F,4
268924,16-08-1973,F,3
270573,20-08-1973,F,1
272809,20-08-1973,M,7
274788,22-08-1973,M,2
272716,23-08-1973,M,4
273053,23-08-1973,F,5
271279,24-08-1973,M,3
272170,25-08-1973,F,5
267214,25-08-1973,F,6
267226,26-08-1973,M,2
272385,1/9/1973,M,2
272511,1/9/1973,F,5
273644,1/9/1973,F,3
273261,2/9/1973,F,9
273823,4/9/1973,M,9
268172,6/9/1973,M,1
274733,6/9/1973,M,10
272341,10/9/1973,F,9
270787,10/9/1973,F,6
270771,12/9/1973,F,7
275210,13-09-1973,M,2
273498,13-09-1973,M,10
271755,15-09-1973,F,2
270874,17-09-1973,M,9
272813,17-09-1973,M,7
271340,21-09-1973,M,3
274384,22-09-1973,M,7
274325,23-09-1973,F,8
274226,23-09-1973,F,10
267585,25-09-1973,M,3
270739,26-09-1973,F,5
271243,26-09-1973,F,2
269007,29-09-1973,M,3
272503,1/10/1973,M,8
267856,1/10/1973,F,10
272124,4/10/1973,F,8
273831,5/10/1973,M,5
267468,6/10/1973,M,4
269282,9/10/1973,M,2
270650,10/10/1973,F,6
267749,11/10/1973,M,10
267974,12/10/1973,M,1
273706,12/10/1973,F,10
274525,14-10-1973,F,10
269010,14-10-1973,F,2
273387,15-10-1973,F,10
269999,15-10-1973,F,6
271157,15-10-1973,F,6
268965,20-10-1973,F,8
271452,21-10-1973,M,4
274129,23-10-1973,F,3
273465,24-10-1973,M,3
268187,24-10-1973,M,1
269189,25-10-1973,F,9
275226,26-10-1973,M,4
273971,26-10-1973,F,6
274554,3/11/1973,F,7
271885,4/11/1973,F,3
267003,4/11/1973,M,5
268860,4/11/1973,F,4
272741,9/11/1973,F,7
269497,10/11/1973,M,7
268415,10/11/1973,M,9
272530,10/11/1973,F,3
269279,10/11/1973,M,3
266919,11/11/1973,M,6
275064,13-11-1973,F,6
274666,14-11-1973,F,8
271553,15-11-1973,M,4
274138,15-11-1973,M,8
270880,17-11-1973,F,3
272422,17-11-1973,F,8
267377,20-11-1973,M,8
266836,21-11-1973,F,7
268908,24-11-1973,F,2
272449,25-11-1973,F,10
270860,26-11-1973,M,3
269546,28-11-1973,M,3
274400,3/12/1973,M,8
267830,6/12/1973,M,8
272878,6/12/1973,F,10
269779,8/12/1973,M,7
272407,12/12/1973,F,9
274027,13-12-1973,M,6
272562,14-12-1973,M,5
268556,18-12-1973,F,6
271543,20-12-1973,M,1
274483,23-12-1973,F,2
268061,23-12-1973,M,6
269555,24-12-1973,F,7
273757,24-12-1973,M,5
272003,24-12-1973,M,3
268436,25-12-1973,F,4
270067,27-12-1973,M,7
273299,28-12-1973,M,2
271091,29-12-1973,F,4
275126,2/1/1974,F,2
270828,5/1/1974,M,2
272925,8/1/1974,M,5
271446,8/1/1974,M,7
274496,11/1/1974,M,1
268645,13-01-1974,M,10
273403,13-01-1974,M,6
268218,15-01-1974,F,4
274895,16-01-1974,F,9
273218,18-01-1974,F,8
267160,19-01-1974,M,3
275084,21-01-1974,F,7
274219,24-01-1974,M,8
273949,25-01-1974,M,4
270121,29-01-1974,F,5
269430,29-01-1974,F,5
274941,29-01-1974,F,7
267504,1/2/1974,F,7
269859,2/2/1974,F,5
268490,2/2/1974,F,1
269285,4/2/1974,F,7
274042,6/2/1974,F,4
270684,7/2/1974,M,2
275171,9/2/1974,F,9
274435,10/2/1974,M,8
270117,10/2/1974,M,6
267328,11/2/1974,M,5
272401,12/2/1974,M,4
274149,12/2/1974,M,6
267449,15-02-1974,F,10
271595,15-02-1974,M,5
272666,19-02-1974,F,3
268673,20-02-1974,F,1
273674,23-02-1974,F,9
270667,24-02-1974,M,9
271080,25-02-1974,F,5
268305,25-02-1974,M,2
273582,25-02-1974,F,10
268973,25-02-1974,F,8
274759,27-02-1974,M,7
275060,27-02-1974,M,6
268512,1/3/1974,M,5
269993,4/3/1974,F,7
268768,9/3/1974,F,7
272706,9/3/1974,M,8
272566,10/3/1974,M,7
269711,13-03-1974,F,6
271969,14-03-1974,M,5
274316,15-03-1974,M,2
