customer_Id,DOB,Gender,city_code,transaction_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,ABS_Qty,ABS_Rate,ABS_total_amt
275152,16-01-1970,M,4.0,99800435671.0,22-11-2012,4.0,4.0,5.0,842.0,442.05,4652.05,MBR,5.0,842.0,442.05
275152,16-01-1970,M,4.0,73109425404.0,25-03-2011,7.0,5.0,2.0,464.0,97.44,1025.44,e-Shop,2.0,464.0,97.44
275034,18-01-1970,F,4.0,25885721716.0,28-05-2013,3.0,1.0,-2.0,-905.0,190.05,-2000.05,Flagship store,2.0,905.0,190.05
275034,18-01-1970,F,4.0,25885721716.0,25-05-2013,3.0,1.0,2.0,905.0,190.05,2000.05,Flagship store,2.0,905.0,190.05
275034,18-01-1970,F,4.0,75724704332.0,2/8/2012,11.0,6.0,4.0,492.0,206.64,2174.64,MBR,4.0,492.0,206.64
275034,18-01-1970,F,4.0,41450086531.0,24-06-2011,3.0,5.0,-4.0,-1399.0,587.58,-6183.58,e-Shop,4.0,1399.0,587.58
275034,18-01-1970,F,4.0,41450086531.0,19-06-2011,3.0,5.0,4.0,1399.0,587.58,6183.58,e-Shop,4.0,1399.0,587.58
275034,18-01-1970,F,4.0,64777271023.0,23-05-2011,7.0,5.0,2.0,197.0,41.37,435.37,Flagship store,2.0,197.0,41.37
275034,18-01-1970,F,4.0,28636408377.0,16-02-2011,12.0,6.0,2.0,1419.0,297.99,3135.99,MBR,2.0,1419.0,297.99
273966,21-01-1970,M,8.0,88291564798.0,26-03-2012,10.0,6.0,3.0,362.0,114.03,1200.03,MBR,3.0,362.0,114.03
270829,22-01-1970,F,8.0,87174343938.0,9/12/2013,7.0,5.0,4.0,1141.0,479.22,5043.22,e-Shop,4.0,1141.0,479.22
270829,22-01-1970,F,8.0,19519965017.0,6/5/2013,3.0,5.0,1.0,1270.0,133.35,1403.35,MBR,1.0,1270.0,133.35
270829,22-01-1970,F,8.0,22079731721.0,10/8/2012,1.0,4.0,1.0,1182.0,124.11,1306.11,TeleShop,1.0,1182.0,124.11
270829,22-01-1970,F,8.0,67215591639.0,31-08-2011,11.0,6.0,5.0,1376.0,722.4,7602.4,e-Shop,5.0,1376.0,722.4
270829,22-01-1970,F,8.0,3487877315.0,15-04-2011,4.0,2.0,5.0,554.0,290.85,3060.85,e-Shop,5.0,554.0,290.85
266997,23-01-1970,M,9.0,4048667970.0,30-08-2013,3.0,5.0,3.0,1427.0,449.505,4730.505,e-Shop,3.0,1427.0,449.505
266997,23-01-1970,M,9.0,21178451635.0,24-06-2013,3.0,2.0,2.0,1264.0,265.44,2793.44,MBR,2.0,1264.0,265.44
266997,23-01-1970,M,9.0,9052147021.0,23-04-2011,8.0,3.0,5.0,961.0,504.525,5309.525,e-Shop,5.0,961.0,504.525
272455,25-01-1970,M,7.0,69596356144.0,20-02-2012,3.0,5.0,2.0,1249.0,262.29,2760.29,TeleShop,2.0,1249.0,262.29
272455,25-01-1970,M,7.0,65472828193.0,5/5/2011,3.0,5.0,3.0,1386.0,436.59,4594.59,e-Shop,3.0,1386.0,436.59
274593,26-01-1970,M,10.0,21405692017.0,19-11-2012,8.0,3.0,4.0,603.0,253.26,2665.26,TeleShop,4.0,603.0,253.26
274593,26-01-1970,M,10.0,54037981023.0,7/5/2012,10.0,3.0,5.0,1276.0,669.9,7049.9,e-Shop,5.0,1276.0,669.9
274593,26-01-1970,M,10.0,12901589373.0,27-03-2012,10.0,6.0,3.0,689.0,217.035,2284.035,e-Shop,3.0,689.0,217.035
274593,26-01-1970,M,10.0,26736322899.0,22-11-2011,3.0,5.0,3.0,520.0,163.8,1723.8,Flagship store,3.0,520.0,163.8
274593,26-01-1970,M,10.0,22576495575.0,3/10/2011,12.0,5.0,-5.0,-1434.0,752.85,-7922.85,MBR,5.0,1434.0,752.85
274593,26-01-1970,M,10.0,22576495575.0,26-09-2011,12.0,5.0,5.0,1434.0,752.85,7922.85,MBR,5.0,1434.0,752.85
273391,29-01-1970,F,2.0,87317743003.0,7/5/2013,12.0,5.0,4.0,911.0,382.62,4026.62,e-Shop,4.0,911.0,382.62
273391,29-01-1970,F,2.0,50900570458.0,26-06-2012,11.0,5.0,-5.0,-234.0,122.85,-1292.85,e-Shop,5.0,234.0,122.85
273391,29-01-1970,F,2.0,50900570458.0,19-06-2012,11.0,5.0,5.0,234.0,122.85,1292.85,e-Shop,5.0,234.0,122.85
273391,29-01-1970,F,2.0,15182273178.0,24-06-2011,10.0,3.0,5.0,146.0,76.65,806.65,e-Shop,5.0,146.0,76.65
267657,29-01-1970,F,7.0,51911769858.0,26-09-2013,6.0,5.0,3.0,1069.0,336.735,3543.735,e-Shop,3.0,1069.0,336.735
267657,29-01-1970,F,7.0,76242744953.0,23-05-2013,7.0,5.0,4.0,1020.0,428.4,4508.4,e-Shop,4.0,1020.0,428.4
267657,29-01-1970,F,7.0,26195128148.0,21-02-2012,2.0,6.0,-4.0,-827.0,347.34,-3655.34,TeleShop,4.0,827.0,347.34
267657,29-01-1970,F,7.0,26195128148.0,13-02-2012,2.0,6.0,4.0,827.0,347.34,3655.34,TeleShop,4.0,827.0,347.34
267657,29-01-1970,F,7.0,59172211022.0,26-08-2011,3.0,2.0,1.0,1125.0,118.125,1243.125,MBR,1.0,1125.0,118.125
271344,29-01-1970,F,5.0,1465175267.0,3/11/2013,3.0,5.0,2.0,1077.0,226.17,2380.17,e-Shop,2.0,1077.0,226.17
271344,29-01-1970,F,5.0,85442546679.0,2/10/2013,4.0,4.0,3.0,234.0,73.71,775.71,MBR,3.0,234.0,73.71
271344,29-01-1970,F,5.0,59124928460.0,21-09-2013,12.0,5.0,1.0,536.0,56.28,592.28,Flagship store,1.0,536.0,56.28
268275,1/2/1970,F,7.0,75588795256.0,7/2/2014,4.0,2.0,-5.0,-1144.0,600.6,-6320.6,e-Shop,5.0,1144.0,600.6
268275,1/2/1970,F,7.0,75588795256.0,5/2/2014,4.0,2.0,5.0,1144.0,600.6,6320.6,e-Shop,5.0,1144.0,600.6
268275,1/2/1970,F,7.0,86080373133.0,17-09-2012,12.0,6.0,2.0,677.0,142.17,1496.17,e-Shop,2.0,677.0,142.17
268275,1/2/1970,F,7.0,56827412216.0,1/9/2012,10.0,6.0,2.0,1329.0,279.09,2937.09,e-Shop,2.0,1329.0,279.09
268275,1/2/1970,F,7.0,41585811254.0,15-11-2011,2.0,6.0,1.0,181.0,19.005,200.005,e-Shop,1.0,181.0,19.005
274630,1/2/1970,M,4.0,16857641351.0,5/12/2013,1.0,4.0,2.0,269.0,56.49,594.49,MBR,2.0,269.0,56.49
274630,1/2/1970,M,4.0,30334501099.0,11/3/2013,10.0,6.0,4.0,726.0,304.92,3208.92,e-Shop,4.0,726.0,304.92
274630,1/2/1970,M,4.0,78357345891.0,11/4/2012,7.0,5.0,1.0,646.0,67.83,713.83,TeleShop,1.0,646.0,67.83
274630,1/2/1970,M,4.0,93794921438.0,23-03-2012,4.0,4.0,1.0,617.0,64.785,681.785,TeleShop,1.0,617.0,64.785
274630,1/2/1970,M,4.0,78531093747.0,14-07-2011,9.0,3.0,5.0,653.0,342.825,3607.825,Flagship store,5.0,653.0,342.825
273541,1/2/1970,M,4.0,25511948871.0,31-12-2013,3.0,1.0,-3.0,-253.0,79.695,-838.695,MBR,3.0,253.0,79.695
273541,1/2/1970,M,4.0,25511948871.0,23-12-2013,3.0,1.0,3.0,253.0,79.695,838.695,MBR,3.0,253.0,79.695
273541,1/2/1970,M,4.0,23916816961.0,9/2/2013,7.0,5.0,4.0,410.0,172.2,1812.2,e-Shop,4.0,410.0,172.2
273541,1/2/1970,M,4.0,82332071219.0,16-05-2012,3.0,1.0,1.0,667.0,70.035,737.035,MBR,1.0,667.0,70.035
270324,1/2/1970,F,1.0,72381832004.0,14-05-2013,1.0,4.0,2.0,375.0,78.75,828.75,e-Shop,2.0,375.0,78.75
270324,1/2/1970,F,1.0,66160371070.0,25-04-2013,3.0,2.0,1.0,716.0,75.18,791.18,e-Shop,1.0,716.0,75.18
270324,1/2/1970,F,1.0,815922100.0,3/7/2012,9.0,3.0,2.0,235.0,49.35,519.35,MBR,2.0,235.0,49.35
273613,6/2/1970,M,1.0,65566320939.0,6/8/2012,4.0,3.0,5.0,1451.0,761.775,8016.775,MBR,5.0,1451.0,761.775
271608,9/2/1970,F,4.0,13861409908.0,18-02-2014,1.0,2.0,2.0,1352.0,283.92,2987.92,MBR,2.0,1352.0,283.92
271608,9/2/1970,F,4.0,55626274366.0,1/3/2013,4.0,2.0,2.0,83.0,17.43,183.43,e-Shop,2.0,83.0,17.43
271608,9/2/1970,F,4.0,74847610207.0,1/8/2011,10.0,6.0,5.0,385.0,202.125,2127.125,e-Shop,5.0,385.0,202.125
269008,13-02-1970,F,6.0,35560569829.0,9/3/2013,7.0,5.0,1.0,1441.0,151.305,1592.305,e-Shop,1.0,1441.0,151.305
269008,13-02-1970,F,6.0,3203747461.0,17-02-2013,1.0,1.0,2.0,1365.0,286.65,3016.65,e-Shop,2.0,1365.0,286.65
269008,13-02-1970,F,6.0,28791031447.0,15-02-2013,6.0,5.0,1.0,1266.0,132.93,1398.93,e-Shop,1.0,1266.0,132.93
269008,13-02-1970,F,6.0,94033312891.0,26-04-2012,7.0,5.0,5.0,746.0,391.65,4121.65,MBR,5.0,746.0,391.65
267199,14-02-1970,,2.0,85496594077.0,27-11-2013,1.0,1.0,-4.0,-366.0,153.72,-1617.72,e-Shop,4.0,366.0,153.72
267199,14-02-1970,,2.0,85496594077.0,24-11-2013,1.0,1.0,4.0,366.0,153.72,1617.72,e-Shop,4.0,366.0,153.72
267199,14-02-1970,,2.0,5723163001.0,15-08-2013,6.0,5.0,1.0,244.0,25.62,269.62,e-Shop,1.0,244.0,25.62
267199,14-02-1970,,2.0,56749259881.0,11/1/2012,7.0,5.0,4.0,1049.0,440.58,4636.58,MBR,4.0,1049.0,440.58
267199,14-02-1970,,2.0,29245958438.0,7/2/2011,3.0,1.0,1.0,278.0,29.19,307.19,TeleShop,1.0,278.0,29.19
267916,17-02-1970,F,8.0,,,,,,,,,,,,
267609,18-02-1970,M,2.0,14818019898.0,12/3/2012,1.0,4.0,-3.0,-220.0,69.3,-729.3,MBR,3.0,220.0,69.3
267609,18-02-1970,M,2.0,14818019898.0,4/3/2012,1.0,4.0,3.0,220.0,69.3,729.3,MBR,3.0,220.0,69.3
267609,18-02-1970,M,2.0,42661619063.0,2/3/2012,3.0,5.0,5.0,1347.0,707.175,7442.175,TeleShop,5.0,1347.0,707.175
267609,18-02-1970,M,2.0,10964789960.0,15-10-2011,12.0,6.0,5.0,1003.0,526.575,5541.575,e-Shop,5.0,1003.0,526.575
270602,18-02-1970,M,5.0,11409036338.0,16-06-2013,1.0,2.0,5.0,782.0,410.55,4320.55,TeleShop,5.0,782.0,410.55
270602,18-02-1970,M,5.0,14663555610.0,24-04-2013,4.0,3.0,4.0,715.0,300.3,3160.3,MBR,4.0,715.0,300.3
270602,18-02-1970,M,5.0,38850510144.0,23-05-2012,5.0,3.0,1.0,204.0,21.42,225.42,e-Shop,1.0,204.0,21.42
270602,18-02-1970,M,5.0,47593593040.0,12/12/2011,11.0,5.0,3.0,125.0,39.375,414.375,TeleShop,3.0,125.0,39.375
270602,18-02-1970,M,5.0,68771978510.0,2/6/2011,8.0,3.0,-3.0,-957.0,301.455,-3172.455,MBR,3.0,957.0,301.455
270602,18-02-1970,M,5.0,68771978510.0,1/6/2011,8.0,3.0,3.0,957.0,301.455,3172.455,MBR,3.0,957.0,301.455
272883,19-02-1970,M,5.0,35308880657.0,1/12/2013,7.0,5.0,-4.0,-1161.0,487.62,-5131.62,TeleShop,4.0,1161.0,487.62
272883,19-02-1970,M,5.0,35308880657.0,26-11-2013,7.0,5.0,4.0,1161.0,487.62,5131.62,TeleShop,4.0,1161.0,487.62
272883,19-02-1970,M,5.0,98928360332.0,27-08-2013,12.0,6.0,1.0,244.0,25.62,269.62,Flagship store,1.0,244.0,25.62
272883,19-02-1970,M,5.0,30298563656.0,27-11-2011,3.0,5.0,4.0,905.0,380.1,4000.1,MBR,4.0,905.0,380.1
272883,19-02-1970,M,5.0,41400824792.0,16-09-2011,2.0,6.0,3.0,486.0,153.09,1611.09,e-Shop,3.0,486.0,153.09
272883,19-02-1970,M,5.0,42495793977.0,14-08-2011,12.0,5.0,-1.0,-899.0,94.395,-993.395,TeleShop,1.0,899.0,94.395
272883,19-02-1970,M,5.0,42495793977.0,5/8/2011,12.0,5.0,1.0,899.0,94.395,993.395,TeleShop,1.0,899.0,94.395
272359,19-02-1970,M,4.0,60132805217.0,20-06-2013,10.0,5.0,5.0,638.0,334.95,3524.95,TeleShop,5.0,638.0,334.95
272359,19-02-1970,M,4.0,58097159424.0,3/4/2013,10.0,6.0,2.0,913.0,191.73,2017.73,TeleShop,2.0,913.0,191.73
272359,19-02-1970,M,4.0,81379370831.0,1/12/2011,9.0,3.0,2.0,757.0,158.97,1672.97,e-Shop,2.0,757.0,158.97
272603,19-02-1970,F,9.0,16096839217.0,17-07-2013,9.0,3.0,5.0,1408.0,739.2,7779.2,TeleShop,5.0,1408.0,739.2
272603,19-02-1970,F,9.0,40110760947.0,19-10-2011,4.0,4.0,1.0,1191.0,125.055,1316.055,Flagship store,1.0,1191.0,125.055
272603,19-02-1970,F,9.0,89038192276.0,22-06-2011,8.0,3.0,4.0,624.0,262.08,2758.08,TeleShop,4.0,624.0,262.08
272603,19-02-1970,F,9.0,67927762324.0,14-04-2011,4.0,2.0,2.0,297.0,62.37,656.37,MBR,2.0,297.0,62.37
272028,20-02-1970,F,1.0,30629366844.0,8/1/2014,7.0,5.0,4.0,256.0,107.52,1131.52,Flagship store,4.0,256.0,107.52
272028,20-02-1970,F,1.0,59220083629.0,5/10/2011,3.0,5.0,4.0,959.0,402.78,4238.78,TeleShop,4.0,959.0,402.78
274717,21-02-1970,M,7.0,14513789408.0,24-11-2011,7.0,5.0,2.0,791.0,166.11,1748.11,e-Shop,2.0,791.0,166.11
273316,21-02-1970,M,2.0,89477963321.0,31-01-2012,4.0,2.0,1.0,440.0,46.2,486.2,TeleShop,1.0,440.0,46.2
273316,21-02-1970,M,2.0,72505679379.0,26-08-2011,3.0,1.0,-3.0,-101.0,31.815,-334.815,TeleShop,3.0,101.0,31.815
273316,21-02-1970,M,2.0,72505679379.0,18-08-2011,3.0,1.0,3.0,101.0,31.815,334.815,TeleShop,3.0,101.0,31.815
271262,21-02-1970,M,2.0,55632630221.0,30-12-2013,5.0,3.0,4.0,1037.0,435.54,4583.54,e-Shop,4.0,1037.0,435.54
271262,21-02-1970,M,2.0,28097602196.0,1/10/2013,3.0,5.0,1.0,1002.0,105.21,1107.21,e-Shop,1.0,1002.0,105.21
271262,21-02-1970,M,2.0,3822533468.0,2/6/2011,4.0,4.0,4.0,1441.0,605.22,6369.22,MBR,4.0,1441.0,605.22
267166,22-02-1970,F,4.0,85951181720.0,8/2/2011,5.0,3.0,3.0,1137.0,358.155,3769.155,MBR,3.0,1137.0,358.155
270827,4/3/1970,F,10.0,11090753771.0,8/2/2011,1.0,1.0,3.0,74.0,23.31,245.31,e-Shop,3.0,74.0,23.31
273423,4/3/1970,F,4.0,58101178207.0,8/12/2013,10.0,5.0,5.0,1482.0,778.05,8188.05,MBR,5.0,1482.0,778.05
273423,4/3/1970,F,4.0,81853387406.0,18-05-2013,5.0,3.0,2.0,630.0,132.3,1392.3,e-Shop,2.0,630.0,132.3
273423,4/3/1970,F,4.0,51866587167.0,23-12-2012,11.0,5.0,5.0,657.0,344.925,3629.925,e-Shop,5.0,657.0,344.925
273423,4/3/1970,F,4.0,76535050886.0,21-04-2012,5.0,3.0,4.0,586.0,246.12,2590.12,TeleShop,4.0,586.0,246.12
273423,4/3/1970,F,4.0,56402419124.0,26-03-2012,11.0,5.0,5.0,1105.0,580.125,6105.125,e-Shop,5.0,1105.0,580.125
273423,4/3/1970,F,4.0,59887794499.0,13-10-2011,3.0,5.0,4.0,574.0,241.08,2537.08,Flagship store,4.0,574.0,241.08
271692,7/3/1970,M,5.0,54391762918.0,6/1/2014,9.0,3.0,3.0,967.0,304.605,3205.605,TeleShop,3.0,967.0,304.605
271692,7/3/1970,M,5.0,31024838106.0,1/11/2012,10.0,3.0,1.0,1168.0,122.64,1290.64,MBR,1.0,1168.0,122.64
274592,8/3/1970,M,5.0,34070850488.0,22-11-2013,1.0,4.0,4.0,1198.0,503.16,5295.16,e-Shop,4.0,1198.0,503.16
274592,8/3/1970,M,5.0,93854394034.0,10/3/2013,11.0,6.0,5.0,777.0,407.925,4292.925,TeleShop,5.0,777.0,407.925
274592,8/3/1970,M,5.0,51315824694.0,14-02-2013,10.0,6.0,3.0,693.0,218.295,2297.295,e-Shop,3.0,693.0,218.295
274592,8/3/1970,M,5.0,24572082478.0,5/3/2012,12.0,6.0,2.0,500.0,105.0,1105.0,e-Shop,2.0,500.0,105.0
271777,8/3/1970,M,8.0,443968265.0,31-03-2013,5.0,3.0,3.0,1283.0,404.145,4253.145,Flagship store,3.0,1283.0,404.145
266895,12/3/1970,M,4.0,15522198478.0,7/7/2013,3.0,2.0,3.0,977.0,307.755,3238.755,Flagship store,3.0,977.0,307.755
266895,12/3/1970,M,4.0,26110847433.0,31-05-2013,11.0,5.0,2.0,1286.0,270.06,2842.06,e-Shop,2.0,1286.0,270.06
266895,12/3/1970,M,4.0,7437721035.0,14-05-2013,5.0,3.0,3.0,1035.0,326.025,3431.025,MBR,3.0,1035.0,326.025
266895,12/3/1970,M,4.0,93163861079.0,10/4/2013,6.0,5.0,4.0,964.0,404.88,4260.88,Flagship store,4.0,964.0,404.88
266895,12/3/1970,M,4.0,34127430146.0,11/12/2011,4.0,2.0,2.0,1242.0,260.82,2744.82,e-Shop,2.0,1242.0,260.82
266895,12/3/1970,M,4.0,98288151755.0,5/10/2011,11.0,6.0,5.0,651.0,341.775,3596.775,MBR,5.0,651.0,341.775
274360,14-03-1970,M,5.0,80437298259.0,4/1/2014,1.0,1.0,-4.0,-600.0,252.0,-2652.0,e-Shop,4.0,600.0,252.0
274360,14-03-1970,M,5.0,80437298259.0,28-12-2013,1.0,1.0,4.0,600.0,252.0,2652.0,e-Shop,4.0,600.0,252.0
274602,15-03-1970,F,3.0,59627621289.0,15-09-2013,4.0,3.0,5.0,289.0,151.725,1596.725,MBR,5.0,289.0,151.725
274602,15-03-1970,F,3.0,86075782748.0,26-05-2013,10.0,3.0,3.0,747.0,235.305,2476.305,Flagship store,3.0,747.0,235.305
274602,15-03-1970,F,3.0,89008992072.0,5/2/2013,1.0,1.0,3.0,1083.0,341.145,3590.145,TeleShop,3.0,1083.0,341.145
274602,15-03-1970,F,3.0,45688115565.0,2/9/2011,12.0,5.0,1.0,1181.0,124.005,1305.005,MBR,1.0,1181.0,124.005
266799,16-03-1970,F,5.0,84471719078.0,13-01-2014,10.0,6.0,-1.0,-1068.0,112.14,-1180.14,Flagship store,1.0,1068.0,112.14
266799,16-03-1970,F,5.0,84471719078.0,9/1/2014,10.0,6.0,1.0,1068.0,112.14,1180.14,Flagship store,1.0,1068.0,112.14
266799,16-03-1970,F,5.0,26739409431.0,24-09-2013,10.0,5.0,2.0,203.0,42.63,448.63,e-Shop,2.0,203.0,42.63
266799,16-03-1970,F,5.0,38727202803.0,11/3/2012,5.0,3.0,5.0,1294.0,679.35,7149.35,Flagship store,5.0,1294.0,679.35
272821,17-03-1970,F,3.0,41471564640.0,3/3/2013,4.0,3.0,3.0,1410.0,444.15,4674.15,e-Shop,3.0,1410.0,444.15
272821,17-03-1970,F,3.0,87002355611.0,12/1/2013,7.0,5.0,2.0,781.0,164.01,1726.01,e-Shop,2.0,781.0,164.01
272821,17-03-1970,F,3.0,60176378480.0,17-06-2011,12.0,6.0,4.0,490.0,205.8,2165.8,MBR,4.0,490.0,205.8
267379,21-03-1970,F,2.0,24138250392.0,7/1/2014,10.0,5.0,2.0,1015.0,213.15,2243.15,MBR,2.0,1015.0,213.15
267379,21-03-1970,F,2.0,18331140958.0,4/1/2014,7.0,5.0,-1.0,-842.0,88.41,-930.41,TeleShop,1.0,842.0,88.41
267379,21-03-1970,F,2.0,18331140958.0,2/1/2014,7.0,5.0,1.0,842.0,88.41,930.41,TeleShop,1.0,842.0,88.41
267379,21-03-1970,F,2.0,37572082672.0,2/12/2012,5.0,3.0,2.0,152.0,31.92,335.92,Flagship store,2.0,152.0,31.92
267379,21-03-1970,F,2.0,67312206869.0,6/7/2012,2.0,6.0,2.0,243.0,51.03,537.03,e-Shop,2.0,243.0,51.03
267379,21-03-1970,F,2.0,30433217453.0,8/7/2011,4.0,2.0,5.0,889.0,466.725,4911.725,TeleShop,5.0,889.0,466.725
267379,21-03-1970,F,2.0,79430394976.0,6/7/2011,11.0,5.0,3.0,1388.0,437.22,4601.22,e-Shop,3.0,1388.0,437.22
273016,22-03-1970,M,3.0,83307796382.0,21-12-2013,6.0,5.0,5.0,481.0,252.525,2657.525,e-Shop,5.0,481.0,252.525
273016,22-03-1970,M,3.0,88566727596.0,27-02-2012,4.0,3.0,5.0,817.0,428.925,4513.925,MBR,5.0,817.0,428.925
273016,22-03-1970,M,3.0,56755120433.0,9/7/2011,6.0,5.0,3.0,1201.0,378.315,3981.315,Flagship store,3.0,1201.0,378.315
273106,23-03-1970,F,2.0,22312241042.0,28-12-2013,6.0,5.0,5.0,467.0,245.175,2580.175,e-Shop,5.0,467.0,245.175
273106,23-03-1970,F,2.0,95812246656.0,29-09-2013,8.0,3.0,2.0,298.0,62.58,658.58,TeleShop,2.0,298.0,62.58
273106,23-03-1970,F,2.0,426787191.0,28-05-2012,1.0,2.0,-5.0,-109.0,57.225,-602.225,e-Shop,5.0,109.0,57.225
273106,23-03-1970,F,2.0,426787191.0,28-05-2012,1.0,2.0,-5.0,-109.0,57.225,-602.225,e-Shop,5.0,109.0,57.225
